employee_id,date,first_name,last_name,gender,dob,headcount_flag,leavers_flag,termination_date,joiners_flag,voluntary_leavers_flag,involuntary_leavers_flag,department,work_location_country,work_location_city,seniority_level,performance_rating,behaviour_rating,ethnicity
56-4820876,1/18/2019,Sonnnie,Kinkaid,Female,1/10/1980,1,0,,0,0,0,Services,Honduras,Las Trojes,5,Exceeds Expectations,Needs Improvement,White
31-6086739,1/16/2021,Erek,Kendrick,Non-binary,10/5/1957,1,0,,0,0,0,Business Development,Cameroon,Douala,10,Outstanding,Needs Improvement,White 
12-8585057,6/4/2019,Germaine,Matyasik,Non-binary,2/9/1961,1,0,,0,0,0,Business Development,Argentina,Doblas,6,Meets Expectations,Meets Expectations,White
23-9049339,9/14/2020,Donnie,Smith,Agender,1/14/1973,1,0,,0,0,0,Support,Argentina,Pasco,8,Needs Improvement,Exceeds Expectations,Chinese
46-5994307,8/17/2019,Willetta,Flockhart,Female,1/20/1999,1,0,,1,0,0,Legal,Poland,Kętrzyn,3,Outstanding,Meets Expectations,Pakistani
89-0149357,5/28/2019,Derrik,Oxbrow,Male,3/7/1951,1,0,,1,0,0,Sales,Canada,Québec,3,Exceeds Expectations,Unacceptable,White
61-0646604,3/9/2022,Ervin,Burgin,Male,2/2/1963,1,0,,1,0,0,Human Resources,China,Xingzi,9,Outstanding,Needs Improvement,Indian
26-0476916,1/15/2021,Kalie,Colleton,Female,8/26/1979,1,0,,0,0,0,Legal,Sweden,Eskilstuna,7,Exceeds Expectations,Exceeds Expectations,Pakistani
17-4067295,9/17/2021,Axel,Bedingfield,Male,5/4/1983,1,0,,1,0,0,Research and Development,Japan,Shimokizukuri,9,Outstanding,Exceeds Expectations,Bangladeshi
97-7133092,4/22/2022,Geraldine,Cambling,Female,6/6/1972,1,0,,1,0,0,Training,Greece,Portariá,6,Unacceptable,Exceeds Expectations,Chinese
70-7520551,4/27/2022,Roldan,Whitnell,Male,9/9/1956,1,0,,0,0,0,Training,Sweden,Lycksele,5,Unacceptable,Outstanding,African
22-8772969,10/6/2021,Annora,Le Sieur,Female,8/26/1974,1,1,5/7/2021,1,1,0,Support,Peru,Huata,3,Exceeds Expectations,Meets Expectations,Caribbean
98-0916949,4/26/2021,Brandi,Schieferstein,Female,8/4/1965,1,0,,1,0,0,Product Management,Qatar,Al Jumaylīyah,10,Needs Improvement,Meets Expectations,White
31-3085812,7/24/2021,Danella,Bourhill,Female,10/26/1987,1,0,,1,0,0,Human Resources,Indonesia,Srabah,9,Meets Expectations,Needs Improvement,Arab
84-9250966,8/4/2020,Auberon,Fausch,Male,1/21/1975,1,0,,0,0,0,Training,Nicaragua,Nandasmo,6,Needs Improvement,Needs Improvement,Irish
69-4036920,1/16/2020,Millard,Mahomet,Male,4/7/1958,1,0,,1,0,0,Engineering,Vietnam,Cẩm Phả Mines,3,Outstanding,Outstanding,African
17-7224067,1/19/2019,Melita,Grainger,Female,11/21/1989,1,0,,0,0,0,Legal,China,Canghou,4,Unacceptable,Needs Improvement,Arab
50-7254969,3/3/2021,Shay,Licciardi,Male,10/12/1955,1,1,4/14/2020,1,0,1,Business Development,Poland,Leśna Podlaska,9,Meets Expectations,Exceeds Expectations,Indian
40-0148824,5/14/2022,Christen,Quinby,Female,7/20/1977,1,0,,1,0,0,Product Management,Argentina,Barranqueras,6,Meets Expectations,Outstanding,Bangladeshi
01-5538358,1/31/2021,Sandor,McFaell,Male,3/13/1974,1,0,,0,0,0,Training,Russia,Sokolovyy,10,Exceeds Expectations,Meets Expectations,African
49-3606271,6/28/2020,Pooh,Hatherley,Female,6/4/1957,1,0,,0,0,0,Engineering,Indonesia,Brengkok,8,Needs Improvement,Needs Improvement,White
66-4551984,7/27/2021,Gwenni,Ducker,Genderfluid,7/12/1952,1,0,,0,0,0,Accounting,Myanmar,Pyu,6,Exceeds Expectations,Meets Expectations,White 
54-4121828,9/30/2021,Paulette,Milkeham,Female,4/14/1975,1,0,,0,0,0,Business Development,Tanzania,Kidatu,9,Exceeds Expectations,Needs Improvement,White
66-8441848,11/20/2019,Arlee,Castanares,Genderfluid,12/11/1992,1,0,,1,0,0,Engineering,Hungary,Békéscsaba,8,Needs Improvement,Needs Improvement,Chinese
37-9505703,2/12/2019,Ax,Leaves,Male,7/27/1995,1,0,,1,0,0,Product Management,Philippines,Basing,2,Unacceptable,Needs Improvement,Pakistani
78-0182414,5/3/2021,Velma,Glanister,Female,6/29/2001,1,0,,1,0,0,Engineering,Greece,Livádion,8,Outstanding,Unacceptable,White
94-6466660,7/26/2021,Gary,Leek,Male,3/19/1993,1,0,,0,0,0,Support,China,Caofang,7,Outstanding,Needs Improvement,Indian
82-1702257,3/14/2020,Conney,Epton,Male,1/1/1999,1,1,5/24/2022,1,0,1,Marketing,Iran,Nowshahr,9,Unacceptable,Needs Improvement,Pakistani
01-2885027,11/13/2021,Ossie,Stryde,Male,7/29/1982,1,0,,0,0,0,Support,United States,Fullerton,10,Needs Improvement,Exceeds Expectations,Bangladeshi
34-4873033,6/22/2022,Roi,Ourtic,Male,9/8/1986,1,0,,0,0,0,Training,Japan,Ginowan,5,Outstanding,Needs Improvement,Chinese
04-3930112,7/12/2020,Sylas,Phair,Male,3/22/1969,1,0,,0,0,0,Legal,Portugal,Ameixoeira,3,Meets Expectations,Outstanding,African
17-9614520,5/12/2020,Milton,Eiler,Male,6/6/1986,1,0,,1,0,0,Support,Ukraine,Terpinnya,3,Unacceptable,Meets Expectations,Caribbean
55-5190009,3/3/2019,Burke,Icom,Male,6/2/1989,1,0,,1,0,0,Marketing,China,Minji,6,Needs Improvement,Unacceptable,White
43-2425736,3/10/2020,Agnese,Copcote,Female,6/28/1961,1,0,,0,0,0,Human Resources,Iran,Shiraz,10,Needs Improvement,Exceeds Expectations,Arab
94-8507764,1/25/2022,Maurise,Wardhaugh,Male,8/11/2000,1,0,,1,0,0,Support,Brazil,Imbituba,3,Exceeds Expectations,Meets Expectations,Irish
21-6996279,1/19/2022,Mathian,MacFall,Male,8/6/1982,1,0,,1,0,0,Accounting,Malaysia,Kuala Lumpur,2,Unacceptable,Outstanding,African
92-4347398,7/7/2022,Shantee,Gaffey,Female,3/4/1958,1,0,,0,0,0,Training,Peru,Yuracyacu,4,Unacceptable,Outstanding,Arab
44-7527520,1/6/2019,Lindsey,Pickavance,Female,5/8/1995,1,0,,1,0,0,Support,Argentina,Capayán,7,Needs Improvement,Exceeds Expectations,Indian
38-5177490,11/25/2021,Miguela,Lortzing,Female,9/29/1977,1,0,,1,0,0,Business Development,Ghana,Kasoa,2,Outstanding,Outstanding,Bangladeshi
18-4220380,11/2/2021,Westley,Russen,Male,5/4/1972,1,0,,0,0,0,Research and Development,China,Xukou,6,Exceeds Expectations,Unacceptable,African
97-1742753,10/4/2019,Loy,Bane,Male,7/8/1962,1,0,,0,0,0,Sales,China,Lindian,3,Unacceptable,Exceeds Expectations,White
18-2954670,9/24/2020,Far,O'Hear,Male,7/1/1988,1,0,,0,0,0,Research and Development,Philippines,Lumbac,7,Outstanding,Needs Improvement,White 
96-1979874,10/25/2021,Wallie,Dorracott,Male,11/18/1965,1,0,,0,0,0,Accounting,France,Toulouse,8,Outstanding,Meets Expectations,White
49-2514485,3/14/2021,Sascha,Serfati,Genderfluid,2/16/1957,1,0,,0,0,0,Engineering,Japan,Minamata,5,Exceeds Expectations,Outstanding,Chinese
18-7870399,3/1/2021,Lucina,Vickerman,Female,5/25/1973,1,0,,0,0,0,Legal,Burkina Faso,Fada N'gourma,6,Outstanding,Meets Expectations,Pakistani
05-2468721,8/4/2021,Benson,Kimblen,Male,10/25/1969,1,0,,0,0,0,Services,Indonesia,Bantarmangu,10,Meets Expectations,Outstanding,White
65-5879597,6/29/2022,Fritz,Crambie,Male,7/15/1979,1,0,,1,0,0,Accounting,Mongolia,Bulgan,7,Needs Improvement,Meets Expectations,Indian
89-8390948,1/31/2022,Arthur,Surgenor,Male,12/27/1992,1,0,,1,0,0,Services,Afghanistan,Khinjān,7,Meets Expectations,Meets Expectations,Pakistani
08-1806450,1/18/2019,Denny,Rebichon,Male,1/13/2000,1,0,,0,0,0,Accounting,Colombia,San Juan del Cesar,9,Exceeds Expectations,Unacceptable,Bangladeshi
86-0353643,8/18/2022,Elvera,Stygall,Female,7/1/1977,1,0,,1,0,0,Services,Ukraine,Horokhiv,4,Exceeds Expectations,Outstanding,Chinese
49-0790629,9/4/2020,Brose,Domniney,Male,3/4/1969,1,0,,0,0,0,Accounting,Brazil,João Pessoa,2,Outstanding,Unacceptable,African
41-5585912,1/3/2022,Ileana,Shailer,Female,5/19/1987,1,0,,0,0,0,Support,China,Zhichu,6,Outstanding,Exceeds Expectations,Caribbean
33-9948453,12/21/2020,Trescha,Szymanski,Female,12/11/1985,1,0,,0,0,0,Sales,Indonesia,Ngondokandawu,1,Meets Expectations,Needs Improvement,White
30-7529668,8/29/2019,Carolus,Signore,Male,11/26/2001,1,0,,1,0,0,Services,Thailand,Uthai Thani,1,Outstanding,Outstanding,Arab
90-0268214,6/20/2022,Jobi,Fassmann,Female,4/30/1968,1,0,,1,0,0,Sales,Poland,Dąbie,4,Unacceptable,Exceeds Expectations,Irish
62-7109300,6/28/2022,Celestyn,Beminster,Female,7/8/1989,1,0,,0,0,0,Services,France,Saint-Quentin-en-Yvelines,10,Outstanding,Needs Improvement,African
29-5516555,12/25/2019,Ardenia,Cheetham,Female,7/19/1982,1,0,,0,0,0,Marketing,China,Mianhu,5,Needs Improvement,Outstanding,Arab
64-7633546,4/8/2020,Reginauld,Van Daalen,Male,1/31/1990,1,0,,0,0,0,Human Resources,China,Shaxi,10,Meets Expectations,Meets Expectations,Indian
33-3031153,2/18/2021,Kaela,Bloor,Female,4/14/1951,1,0,,1,0,0,Legal,Indonesia,Sarulla,9,Meets Expectations,Outstanding,Bangladeshi
89-1137354,6/9/2021,Forest,Littley,Male,9/13/1957,1,0,,0,0,0,Services,Namibia,Omaruru,3,Needs Improvement,Needs Improvement,African
20-8544703,4/11/2020,Zackariah,Kittow,Male,6/17/1994,1,0,,0,0,0,Legal,Brazil,Rio Piracicaba,10,Exceeds Expectations,Unacceptable,White
17-6443425,3/6/2020,Tabatha,Gain,Female,4/24/1981,1,0,,1,0,0,Business Development,Cameroon,Fundong,1,Outstanding,Exceeds Expectations,White 
88-2355004,5/4/2022,Fanechka,Renihan,Female,8/30/1967,1,0,,0,0,0,Research and Development,China,Heping,6,Needs Improvement,Outstanding,White
40-6880747,9/12/2022,Avivah,Vautrey,Female,3/2/1973,1,1,9/25/2020,0,0,1,Training,Russia,Zheleznogorsk,10,Outstanding,Outstanding,Chinese
66-5653639,12/31/2020,Levi,Pomphrett,Male,5/30/1964,1,1,4/11/2021,1,0,1,Human Resources,China,Nanpu,4,Unacceptable,Exceeds Expectations,Pakistani
17-3211613,1/13/2020,Koren,Tiner,Female,11/4/1995,1,0,,1,0,0,Training,Indonesia,Tegalheras,7,Outstanding,Exceeds Expectations,White
57-3911957,10/25/2020,Lorine,Kernoghan,Female,5/5/1990,1,0,,1,0,0,Legal,China,Fu’an,3,Unacceptable,Exceeds Expectations,Indian
00-4538538,3/2/2021,Jayson,Kubis,Polygender,7/27/1992,1,1,2/25/2022,0,1,0,Business Development,China,Gaoshi,2,Meets Expectations,Exceeds Expectations,Pakistani
78-8480379,1/12/2021,Sherlocke,Veschi,Male,1/22/1956,1,0,,0,0,0,Marketing,France,Tourcoing,9,Outstanding,Needs Improvement,Bangladeshi
85-0666175,4/2/2021,Bryce,Candish,Male,3/23/1956,1,0,,0,0,0,Sales,China,Dazhigu,4,Needs Improvement,Outstanding,Chinese
81-0989608,9/25/2020,Frayda,Janton,Female,11/4/1998,1,0,,1,0,0,Engineering,Russia,Tyumen,8,Exceeds Expectations,Exceeds Expectations,African
54-7315414,10/30/2019,Valene,Panchen,Female,1/6/1957,1,0,,1,0,0,Accounting,Venezuela,Jacura,7,Outstanding,Meets Expectations,Caribbean
74-4131582,11/25/2020,Kelwin,Robke,Male,1/11/1991,1,0,,1,0,0,Accounting,Colombia,Risaralda,2,Meets Expectations,Meets Expectations,White
04-3861730,12/9/2020,Montague,Shiel,Polygender,5/21/1995,1,0,,1,0,0,Services,Sweden,Örebro,9,Unacceptable,Unacceptable,Arab
26-9712509,2/1/2019,Nealy,Koppke,Male,5/7/1989,1,0,,1,0,0,Training,Indonesia,Lengor,4,Meets Expectations,Unacceptable,Irish
48-0961517,6/2/2020,Fedora,Dursley,Female,3/9/1963,1,0,,1,0,0,Legal,China,Huangcun,4,Needs Improvement,Exceeds Expectations,African
07-1069869,4/14/2022,Gard,Phateplace,Male,1/21/2000,1,0,,1,0,0,Product Management,Russia,Zhulebino,7,Unacceptable,Meets Expectations,Arab
43-7130577,11/29/2019,Othilia,Plose,Non-binary,1/27/1985,1,0,,0,0,0,Product Management,Uruguay,Migues,4,Needs Improvement,Unacceptable,Indian
74-9404163,2/28/2021,Lisa,Leaman,Female,6/17/1955,1,0,,1,0,0,Product Management,Morocco,Jorf,5,Meets Expectations,Unacceptable,Bangladeshi
18-3190076,10/31/2021,Evan,Ennals,Genderfluid,9/29/1974,1,0,,0,0,0,Engineering,Thailand,Phatthalung,8,Needs Improvement,Outstanding,African
37-9508599,1/5/2020,Cinnamon,Ambrogio,Female,8/5/1950,1,1,1/13/2020,0,0,1,Accounting,Russia,Maloye Verevo,4,Meets Expectations,Exceeds Expectations,White
29-0533927,1/6/2020,Brady,Rapkins,Male,11/5/1980,1,0,,0,0,0,Business Development,Tunisia,Jammāl,6,Unacceptable,Meets Expectations,White 
32-0050494,9/10/2021,Marcellus,Apps,Male,1/6/1957,1,0,,1,0,0,Marketing,Ukraine,Kosmach,8,Meets Expectations,Needs Improvement,White
63-3003579,11/7/2020,Junie,Catterill,Female,3/16/1990,1,0,,1,0,0,Product Management,Russia,Rovnoye,2,Outstanding,Exceeds Expectations,Chinese
82-5053396,1/3/2022,Sullivan,Abbet,Male,8/19/1987,1,0,,1,0,0,Human Resources,Portugal,Portelinha,6,Unacceptable,Outstanding,Pakistani
67-7437907,7/8/2022,Saxon,Youtead,Female,10/28/1968,1,0,,0,0,0,Legal,Moldova,Donduşeni,8,Outstanding,Exceeds Expectations,White
25-9378882,4/10/2020,Lucila,Whorlow,Female,1/31/1999,1,1,10/14/2020,1,0,1,Product Management,France,Colombes,1,Needs Improvement,Meets Expectations,Indian
14-8394898,4/21/2022,Alexis,Alleway,Male,6/19/1960,1,0,,0,0,0,Support,Benin,Porto-Novo,8,Needs Improvement,Meets Expectations,Pakistani
69-1269081,9/16/2019,Lyman,Nicholas,Male,9/11/2001,1,0,,1,0,0,Services,Sweden,Gnosjö,1,Unacceptable,Outstanding,Bangladeshi
17-7479969,9/1/2019,Cristionna,Sykes,Female,4/27/1994,1,1,5/20/2021,1,0,1,Marketing,Russia,Naberezhnyye Chelny,7,Exceeds Expectations,Unacceptable,Chinese
11-6563669,10/18/2019,Aldus,Blackah,Male,4/3/2002,1,1,7/9/2020,0,0,1,Accounting,Russia,Plyussa,10,Outstanding,Unacceptable,African
28-1006181,11/18/2019,Ella,Matyukon,Genderqueer,2/20/1990,1,0,,1,0,0,Product Management,Ireland,Daingean,3,Needs Improvement,Meets Expectations,Caribbean
62-3259315,10/27/2020,Almeta,Maris,Female,3/10/1985,1,0,,1,0,0,Accounting,Philippines,Cabangahan,7,Meets Expectations,Outstanding,White
21-0016592,7/24/2022,Gilbertina,Trask,Female,9/4/1989,1,0,,1,0,0,Research and Development,Indonesia,Utarapasar,9,Outstanding,Unacceptable,Arab
39-1375738,6/21/2019,Jsandye,Newlands,Female,5/17/1981,1,0,,1,0,0,Sales,China,Wangda,7,Exceeds Expectations,Outstanding,Irish
54-8347044,2/18/2021,Ortensia,Millis,Female,6/23/1950,1,0,,0,0,0,Research and Development,Argentina,Palpalá,4,Needs Improvement,Meets Expectations,African
57-0243820,2/1/2020,Elsa,Dwelly,Female,3/25/1974,1,0,,0,0,0,Training,Bosnia and Herzegovina,Glamoč,2,Unacceptable,Exceeds Expectations,Arab
82-0517108,1/12/2022,Harcourt,Life,Male,12/11/1970,1,1,8/10/2019,1,0,1,Human Resources,Indonesia,Sindangheula,5,Exceeds Expectations,Exceeds Expectations,Indian
78-2287423,7/22/2020,Rice,Haly,Male,3/18/1998,1,0,,1,0,0,Services,China,Gaobu,7,Outstanding,Outstanding,Bangladeshi
74-8825614,8/20/2022,Vaughan,Fripp,Male,12/13/1954,1,0,,0,0,0,Product Management,Chile,Los Andes,6,Exceeds Expectations,Outstanding,African
80-6525811,6/29/2019,Tad,Borkin,Male,2/2/2003,1,0,,1,0,0,Support,Peru,Simbal,5,Needs Improvement,Unacceptable,White
91-1158891,3/23/2022,Klarrisa,Done,Non-binary,11/23/1987,1,0,,1,0,0,Business Development,Pakistan,Kunri,3,Needs Improvement,Outstanding,White 
16-8676162,10/29/2020,Wilhelm,Flatt,Female,1/16/1961,1,0,,1,0,0,Legal,French Polynesia,Afaahiti,10,Outstanding,Meets Expectations,White
03-9886592,2/15/2022,Calla,Juan,Female,4/14/1984,1,1,9/7/2020,1,0,1,Product Management,Mauritania,Nouâdhibou,3,Exceeds Expectations,Meets Expectations,Chinese
50-9930277,10/4/2019,Saree,Padbery,Female,5/17/1954,1,0,,1,0,0,Business Development,Indonesia,Balong Wetan,10,Exceeds Expectations,Exceeds Expectations,Pakistani
06-7467214,5/24/2021,Daffi,Colpus,Female,9/7/1966,1,0,,0,0,0,Services,Greece,Mouzourás,4,Unacceptable,Exceeds Expectations,White
18-0850032,3/24/2022,Tatiania,Enoksson,Female,10/31/1956,1,0,,1,0,0,Accounting,China,Xi’an,6,Exceeds Expectations,Needs Improvement,Indian
21-9321789,4/8/2021,Renault,Doget,Male,1/8/1966,1,0,,0,0,0,Services,Philippines,Urbiztondo,2,Needs Improvement,Outstanding,Pakistani
84-3209073,12/18/2021,Bren,Haines,Male,6/8/1952,1,1,12/2/2019,0,0,1,Legal,Poland,Górki,2,Outstanding,Unacceptable,Bangladeshi
95-1201731,7/29/2020,Joella,Heppenspall,Female,4/21/1962,1,0,,1,0,0,Legal,South Africa,Middelburg,5,Unacceptable,Exceeds Expectations,Chinese
55-6280940,4/18/2022,Jenica,Forrington,Female,11/18/1998,1,0,,0,0,0,Legal,Nigeria,Yandev,4,Meets Expectations,Needs Improvement,African
77-9091279,2/18/2021,Glory,Snoad,Female,2/23/1971,1,0,,1,0,0,Business Development,Benin,Cotonou,5,Unacceptable,Exceeds Expectations,Caribbean
67-1857696,2/27/2021,Arv,Robbings,Female,4/10/1972,1,0,,0,0,0,Legal,China,Jinhe,2,Needs Improvement,Outstanding,White
72-5827666,11/9/2019,Karilynn,Ivanichev,Female,3/5/1988,1,0,,1,0,0,Research and Development,China,Hatu Buh,5,Outstanding,Unacceptable,Arab
01-7777941,6/21/2022,Patrica,Shirtcliffe,Polygender,11/3/1964,1,1,8/8/2019,0,0,1,Services,Portugal,Donim,5,Unacceptable,Exceeds Expectations,Irish
37-6447538,11/19/2021,Eberhard,Kersey,Male,7/30/1951,1,0,,0,0,0,Research and Development,United Kingdom,Halton,1,Outstanding,Needs Improvement,African
13-5726354,6/2/2022,Kimble,Perrins,Male,7/20/1994,1,0,,1,0,0,Legal,Portugal,Monte Francisco,3,Unacceptable,Outstanding,Arab
98-2830744,6/7/2020,Hartwell,Karadzas,Male,6/21/1972,1,1,6/5/2019,1,1,0,Marketing,Argentina,Tartagal,3,Needs Improvement,Unacceptable,Indian
78-6560361,6/17/2022,Katee,Stennard,Female,5/29/1978,1,0,,0,0,0,Sales,New Zealand,New Plymouth,5,Outstanding,Exceeds Expectations,Bangladeshi
27-1892675,11/5/2020,Birk,Fipp,Male,8/8/1968,1,0,,0,0,0,Marketing,Portugal,Santo António,4,Outstanding,Outstanding,African
41-6119261,7/31/2020,Nev,Davidowich,Male,11/23/1964,1,1,7/9/2022,0,0,1,Research and Development,Philippines,Paombong,10,Meets Expectations,Exceeds Expectations,White
38-2641494,8/8/2019,Tades,Gibling,Polygender,8/5/1961,1,0,,1,0,0,Training,Vietnam,Thị Trấn Yên Thịnh,4,Meets Expectations,Exceeds Expectations,White 
32-4785686,9/21/2020,Lusa,Churms,Bigender,11/30/1981,1,0,,1,0,0,Sales,Uruguay,Salto,2,Outstanding,Outstanding,White
66-1561598,8/15/2019,Allis,Decreuze,Female,5/23/2000,1,0,,1,0,0,Marketing,Brazil,Itapemirim,10,Meets Expectations,Needs Improvement,Chinese
77-2941921,1/12/2022,Elizabeth,Center,Bigender,2/26/1968,1,0,,0,0,0,Training,Indonesia,Tebon,5,Unacceptable,Unacceptable,Pakistani
86-8755143,2/2/2022,Arel,Rozzier,Male,7/18/2000,1,1,6/3/2019,1,1,0,Legal,Ethiopia,Kombolcha,4,Needs Improvement,Meets Expectations,White
74-4445161,9/8/2022,Tabby,Kohen,Male,10/20/1952,1,0,,1,0,0,Business Development,Costa Rica,Chacarita,6,Exceeds Expectations,Outstanding,Indian
84-5552042,6/22/2021,Zonda,Bellworthy,Female,6/13/1989,1,0,,1,0,0,Training,Lebanon,Batroûn,3,Unacceptable,Meets Expectations,Pakistani
56-9549596,12/10/2021,Dyane,Raise,Female,5/13/1968,1,0,,0,0,0,Services,China,Ganyan,8,Exceeds Expectations,Outstanding,Bangladeshi
93-6341585,9/26/2020,Ermentrude,Hodinton,Female,4/1/1980,1,0,,1,0,0,Training,Indonesia,Muara,6,Meets Expectations,Unacceptable,Chinese
67-0480721,4/24/2022,Englebert,Trott,Male,3/26/1981,1,0,,0,0,0,Marketing,China,Xianyan,1,Outstanding,Needs Improvement,African
19-0714047,12/17/2020,Silvia,Darnbrook,Female,12/11/1973,1,1,3/14/2020,1,1,0,Business Development,Spain,Santander,5,Outstanding,Meets Expectations,Caribbean
75-0280541,6/11/2019,Nedda,Cometto,Female,10/1/1950,1,1,11/9/2019,1,1,0,Legal,Cuba,Las Tunas,9,Meets Expectations,Needs Improvement,White
42-6229203,6/9/2020,Mattias,Fancourt,Male,2/7/1992,1,0,,1,0,0,Marketing,Philippines,Andalan,10,Needs Improvement,Meets Expectations,Arab
71-1549928,4/25/2021,Wenona,Newbigging,Female,5/15/1996,1,0,,0,0,0,Services,Turkmenistan,Annau,8,Exceeds Expectations,Meets Expectations,Irish
95-2735622,7/17/2022,Halie,Domenc,Female,10/29/1986,1,1,10/4/2021,0,0,1,Product Management,Benin,Ouidah,1,Unacceptable,Exceeds Expectations,African
69-5361121,1/13/2022,Ely,Jamot,Male,3/15/1951,1,0,,0,0,0,Marketing,Russia,Miatli,10,Meets Expectations,Exceeds Expectations,Arab
50-0400539,10/1/2021,Kerrie,Nehlsen,Female,12/18/1997,1,0,,0,0,0,Services,Vietnam,Phan Rang-Tháp Chàm,6,Exceeds Expectations,Needs Improvement,Indian
89-1892323,10/20/2020,Mignon,Dargan,Female,12/4/1990,1,0,,0,0,0,Legal,Venezuela,Santa Ana,1,Meets Expectations,Needs Improvement,Bangladeshi
38-2019292,2/23/2020,Ysabel,Bestwerthick,Male,1/3/1955,1,0,,1,0,0,Engineering,Sweden,Svenljunga,3,Meets Expectations,Exceeds Expectations,African
56-4290297,11/18/2021,Hart,Randals,Male,9/7/1994,1,0,,1,0,0,Support,Zambia,Kalengwa,4,Meets Expectations,Exceeds Expectations,White
27-9343726,8/1/2021,Dollie,Sexti,Female,10/20/1999,1,0,,0,0,0,Research and Development,Colombia,Ibagué,4,Outstanding,Outstanding,White 
22-4711236,11/18/2020,Alida,Castles,Non-binary,1/27/1953,1,0,,1,0,0,Marketing,Philippines,Isla,5,Exceeds Expectations,Meets Expectations,White
71-5215228,3/29/2020,Bianka,MacCulloch,Female,4/10/1986,1,0,,0,0,0,Product Management,Pakistan,Nasīrābād,10,Exceeds Expectations,Outstanding,Chinese
84-0924919,9/15/2021,Renault,Hebbes,Male,11/26/1963,1,0,,1,0,0,Business Development,Kuwait,Az Zawr,1,Exceeds Expectations,Needs Improvement,Pakistani
85-6905666,5/27/2022,Carce,McColl,Male,10/3/1965,1,0,,1,0,0,Accounting,Colombia,Mocoa,5,Unacceptable,Meets Expectations,White
92-6431029,2/24/2022,Clemmy,Nyssens,Female,12/3/1988,1,1,3/16/2021,1,0,1,Human Resources,China,Zhendong,2,Needs Improvement,Unacceptable,Indian
32-3788584,5/15/2019,Marten,Ioannou,Male,11/6/1955,1,0,,1,0,0,Services,Sweden,Umeå,7,Meets Expectations,Needs Improvement,Pakistani
62-5852136,6/1/2021,Tiffy,Aphale,Female,10/24/1956,1,1,11/29/2021,0,1,0,Business Development,Greece,Grevená,9,Meets Expectations,Exceeds Expectations,Bangladeshi
60-1643199,8/31/2019,Christean,Golden of Ireland,Female,8/12/1999,1,0,,1,0,0,Research and Development,United States,Trenton,2,Unacceptable,Meets Expectations,Chinese
10-6184729,9/5/2021,Rycca,Daines,Female,6/18/1977,1,0,,0,0,0,Research and Development,Libya,Giado,10,Needs Improvement,Outstanding,African
95-1780243,9/28/2019,Valaria,Morat,Female,12/16/1954,1,0,,0,0,0,Business Development,China,Gaoqiao,8,Needs Improvement,Exceeds Expectations,Caribbean
19-6721711,12/10/2021,Raynor,Barrows,Male,5/9/1993,1,0,,0,0,0,Training,China,Zhangcaizhuang,7,Exceeds Expectations,Meets Expectations,White
93-0671021,5/20/2022,Weidar,Blockey,Polygender,8/12/1964,1,0,,1,0,0,Business Development,China,Yuetang,3,Exceeds Expectations,Unacceptable,Arab
70-1466036,10/27/2020,Vanda,Touhig,Genderqueer,8/8/1990,1,1,6/11/2019,0,0,1,Human Resources,Indonesia,Dresi Wetan,10,Needs Improvement,Exceeds Expectations,Irish
57-0755406,9/24/2020,Dulcia,Erratt,Female,4/21/1957,1,0,,1,0,0,Support,Poland,Czemierniki,4,Meets Expectations,Unacceptable,African
15-8684396,6/7/2021,Willdon,Muzzini,Male,7/1/1991,1,0,,0,0,0,Accounting,Netherlands,Haarlem,8,Meets Expectations,Outstanding,Arab
05-8547808,6/23/2021,Taddeo,Owlner,Female,4/5/1982,1,1,9/19/2019,0,1,0,Legal,Philippines,Cabcaben,5,Unacceptable,Exceeds Expectations,Indian
16-7434200,12/23/2021,Rani,Willmett,Female,1/31/1995,1,0,,0,0,0,Business Development,Indonesia,Abang,8,Needs Improvement,Needs Improvement,Bangladeshi
18-4577249,8/23/2019,Tamarah,Gotts,Non-binary,1/3/1989,1,0,,0,0,0,Research and Development,Macedonia,Dobruševo,1,Outstanding,Exceeds Expectations,African
82-9711714,11/20/2019,Alexandrina,Rook,Female,7/28/1957,1,1,5/15/2019,1,1,0,Accounting,China,Gezan,6,Meets Expectations,Unacceptable,White
16-6133972,2/18/2019,Martelle,Littlepage,Female,12/23/2002,1,0,,1,0,0,Legal,United States,New York City,6,Exceeds Expectations,Outstanding,White 
73-8829832,2/25/2020,Rahel,Ell,Female,11/20/1950,1,0,,1,0,0,Human Resources,Kenya,Kabarnet,10,Outstanding,Outstanding,White
25-2480011,8/2/2020,Jory,Guerri,Male,6/18/1954,1,1,1/11/2021,1,0,1,Training,China,Kandun,7,Meets Expectations,Unacceptable,Chinese
74-2806928,2/8/2021,Harley,Hammett,Female,3/6/2003,1,0,,1,0,0,Human Resources,Peru,Ihuari,4,Outstanding,Outstanding,Pakistani
25-5611978,12/5/2021,Elisabeth,Ochterlony,Bigender,2/7/1999,1,0,,1,0,0,Research and Development,China,Laocheng,9,Exceeds Expectations,Needs Improvement,White
24-0183265,11/1/2020,Bobina,Seint,Female,3/28/1972,1,0,,0,0,0,Support,Eritrea,Asmara,4,Needs Improvement,Needs Improvement,Chinese
